CancerSite,DataType,StatisticType,Rate,ModeledRate,Year,RaceEthnicity,Sex,AgeRange,YearRange,
Oropharynx & Tonsil,"SEER Incidence per 100,000",Age-Adjusted Rates,1.9297,1.8955,2004,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Oropharynx & Tonsil,"SEER Incidence per 100,000",Age-Adjusted Rates,1.9647,1.9661,2005,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Oropharynx & Tonsil,"SEER Incidence per 100,000",Age-Adjusted Rates,2.1284,2.0393,2006,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Oropharynx & Tonsil,"SEER Incidence per 100,000",Age-Adjusted Rates,2.1339,2.1152,2007,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Oropharynx & Tonsil,"SEER Incidence per 100,000",Age-Adjusted Rates,2.3001,2.1939,2008,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Oropharynx & Tonsil,"SEER Incidence per 100,000",Age-Adjusted Rates,2.2247,2.2756,2009,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Oropharynx & Tonsil,"SEER Incidence per 100,000",Age-Adjusted Rates,2.341,2.3603,2010,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Oropharynx & Tonsil,"SEER Incidence per 100,000",Age-Adjusted Rates,2.464,2.4481,2011,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Oropharynx & Tonsil,"SEER Incidence per 100,000",Age-Adjusted Rates,2.4718,2.5392,2012,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.1791,2.2054,1975,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.2062,2.2177,1976,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.272,2.23,1977,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.446,2.2425,1978,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.2175,2.2549,1979,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.0725,2.2675,1980,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.1505,2.2801,1981,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.2829,2.2928,1982,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.3799,2.3055,1983,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.4217,2.3184,1984,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.3275,2.3313,1985,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.2991,2.3442,1986,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.3834,2.3573,1987,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.3795,2.4016,1988,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.3074,2.4468,1989,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.4796,2.4928,1990,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.5652,2.5397,1991,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.6522,2.5875,1992,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.5259,2.6362,1993,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.6778,2.6858,1994,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.8981,2.7363,1995,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.779,2.7878,1996,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.9652,2.8402,1997,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.8945,2.8936,1998,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.9399,2.948,1999,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,2.9342,3.0035,2000,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,3.1746,3.06,2001,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,3.0405,3.1176,2002,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,3.1197,3.1762,2003,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,3.232,3.236,2004,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,3.4352,3.2968,2005,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,3.1852,3.3588,2006,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,3.4273,3.422,2007,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,3.4886,3.4864,2008,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,3.4723,3.4486,2009,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,3.4552,3.4113,2010,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,3.2468,3.3743,2011,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Soft Tissue including Heart,"SEER Incidence per 100,000",Age-Adjusted Rates,3.402,3.3377,2012,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,20.2311,20.3213,1975,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,20.7266,20.5074,1976,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,20.0082,20.6952,1977,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,21.0722,20.8848,1978,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,21.3049,21.076,1979,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,21.5272,21.2691,1980,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,21.9402,21.4639,1981,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,21.3809,21.6605,1982,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,21.311,21.8589,1983,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.3409,22.0591,1984,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.1132,22.2611,1985,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.4606,22.465,1986,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,23.1703,22.5338,1987,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.7142,22.6029,1988,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.7227,22.6722,1989,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.6268,22.7417,1990,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.7147,22.8114,1991,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.9504,22.8813,1992,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.846,22.9514,1993,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.6186,23.0217,1994,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.4532,23.0923,1995,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.6804,23.1631,1996,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.9751,23.2341,1997,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,23.6142,23.3053,1998,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,23.6594,23.3767,1999,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,23.9224,23.4483,2000,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,24.0877,23.5202,2001,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,23.334,23.5923,2002,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,23.7778,23.6646,2003,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,23.6856,23.7371,2004,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,24.0774,23.8099,2005,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,23.537,23.8828,2006,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,24.1981,23.956,2007,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,23.4647,23.6682,2008,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.8133,23.3837,2009,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,23.6598,23.1027,2010,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.6227,22.8251,2011,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Urinary Bladder (Invasive & In Situ),"SEER Incidence per 100,000",Age-Adjusted Rates,22.6355,22.5508,2012,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,4.6465,4.5459,1975,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,4.6756,4.8815,1976,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,5.3416,5.2418,1977,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,4.949,4.8929,1978,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,4.451,4.5673,1979,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,4.3036,4.2633,1980,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,4.3827,4.3801,1981,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,4.5325,4.5001,1982,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,4.7391,4.6234,1983,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,4.7309,4.7501,1984,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,5.0817,4.8802,1985,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,5.2407,5.0139,1986,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,5.0163,5.1513,1987,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,4.8902,5.2924,1988,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,5.4669,5.4374,1989,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,5.5603,5.5863,1990,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,5.6818,5.7394,1991,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,5.8888,5.8966,1992,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,5.7404,6.0582,1993,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,6.2187,6.2241,1994,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,6.4026,6.3946,1995,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,6.7204,6.5698,1996,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,7.0583,6.7498,1997,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,7.2009,7.2222,1998,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,7.5558,7.7277,1999,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,8.0524,8.2686,2000,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,8.6626,8.8473,2001,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,9.7487,9.4666,2002,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,10.3624,10.1291,2003,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,10.8156,10.8381,2004,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,11.9227,11.5967,2005,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,12.1632,12.4083,2006,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,13.2425,13.2768,2007,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,14.2,14.206,2008,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,15.4651,15.2003,2009,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,14.6992,15.3358,2010,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,15.6739,15.4725,2011,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Thyroid,"SEER Incidence per 100,000",Age-Adjusted Rates,15.6805,15.6104,2012,White (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Floor of mouth,"SEER Incidence per 100,000",Age-Adjusted Rates,1.3738,,1975,Black (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Floor of mouth,"SEER Incidence per 100,000",Age-Adjusted Rates,1.8536,,1976,Black (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Floor of mouth,"SEER Incidence per 100,000",Age-Adjusted Rates,2.6756,,1977,Black (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Floor of mouth,"SEER Incidence per 100,000",Age-Adjusted Rates,2.6162,,1978,Black (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Floor of mouth,"SEER Incidence per 100,000",Age-Adjusted Rates,2.0795,,1979,Black (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Floor of mouth,"SEER Incidence per 100,000",Age-Adjusted Rates,2.22,,1980,Black (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Floor of mouth,"SEER Incidence per 100,000",Age-Adjusted Rates,2.9867,,1981,Black (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Floor of mouth,"SEER Incidence per 100,000",Age-Adjusted Rates,1.544,,1982,Black (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
